age,income,loan_amount,credit_score,employment_years,existing_loans,loan_term,interest_rate,default
43,17443,483793,682,30,0,60,19.97,1
34,18147,192448,393,11,1,60,9.48,1
25,23424,378962,676,29,2,12,17.78,1
22,60825,212939,338,16,4,60,20.86,1
44,47863,321123,537,38,2,60,8.54,1
38,144846,154259,414,35,0,12,21.65,1
47,139279,243864,384,17,1,24,15.11,1
44,111845,166652,812,17,0,24,6.52,1
49,25212,479436,437,22,0,48,18.46,1
31,75914,295271,502,11,1,48,6.73,1
38,110009,323721,528,2,4,36,17.05,1
24,129302,43092,660,30,2,36,10.49,1
53,49860,446044,829,39,3,36,17.52,1
34,86034,386452,477,28,0,48,5.28,1
64,66036,420903,642,25,4,60,11.48,1
62,68677,51436,789,38,0,36,14.17,0
52,89403,281883,337,10,0,24,20.89,1
24,49401,385090,681,37,0,36,6.13,1
40,58935,158856,714,9,1,36,17.52,1
41,81802,175798,679,32,2,60,10.19,1
23,80672,246750,510,16,2,36,5.83,1
45,115245,466004,407,32,4,24,21.17,1
24,54692,65548,594,26,3,24,11.04,1
31,62723,326256,413,8,4,48,17.61,1
36,35889,289002,372,11,2,36,15.89,1
56,89283,197255,617,15,0,36,18.03,1
26,91573,150372,472,34,4,12,13.32,1
51,123370,117961,623,14,2,60,21.08,1
60,41274,177719,413,2,4,36,12.33,1
33,78609,211901,606,31,0,36,10.22,1
43,147603,35338,658,3,3,12,6.16,1
24,133448,271005,825,18,2,24,20.89,1
57,119122,207189,395,4,3,60,20.07,1
62,146315,436436,464,21,4,36,21.38,1
57,136990,60169,660,25,1,24,6.69,0
64,96954,142142,540,33,4,24,22.42,1
53,89918,259152,519,5,3,12,21.67,1
62,38813,11539,717,13,3,12,12.65,1
49,20453,474169,846,27,2,36,10.9,1
57,61144,322420,504,21,1,12,13.84,1
39,102149,491081,487,5,2,36,15.88,1
40,93676,13288,418,36,4,60,15.97,1
52,56941,270189,511,7,2,36,20.02,1
64,131106,243164,703,39,0,24,10.1,0
36,15008,102742,707,35,2,48,15.69,1
25,84239,261589,476,3,2,12,7.93,1
32,47880,223506,705,16,0,60,17.75,1
41,16342,427033,832,23,4,60,11.01,1
34,114760,413114,507,9,4,12,5.16,1
57,129078,96352,772,10,3,48,11.99,1
42,104022,261967,408,14,4,36,18.16,1
50,124703,126079,398,31,0,60,10.03,1
43,146751,138697,482,6,2,24,6.46,1
25,54867,392155,845,10,0,36,14.64,1
49,74806,121152,693,35,2,48,18.9,1
50,121237,310561,784,15,0,36,6.52,0
38,49862,114415,471,32,4,12,8.42,1
21,22309,354641,597,39,0,36,17.0,1
59,132166,58747,405,34,0,24,13.03,1
37,148212,87422,345,30,2,12,16.44,1
23,20683,222191,460,38,3,60,5.36,1
62,89622,14309,752,32,3,12,8.36,1
27,139675,53870,796,36,3,12,14.47,1
47,26871,347021,827,7,2,36,19.47,1
48,113560,414057,743,5,1,24,15.47,1
64,16859,116927,770,35,2,12,24.16,1
51,124011,35193,364,11,0,48,11.9,1
35,34130,54710,341,9,3,24,9.04,1
28,22399,26327,519,13,2,60,23.02,1
26,79589,344986,304,13,1,36,24.12,1
48,100683,56202,724,28,1,24,22.21,1
24,61327,107540,308,24,0,36,9.32,1
50,111630,454105,347,16,4,12,17.38,1
63,59877,387079,750,9,1,60,19.38,1
37,55693,415408,768,30,0,48,6.59,1
54,60567,220414,468,35,3,12,21.25,1
26,16044,424240,745,18,3,24,23.76,1
56,73443,414585,495,33,4,24,11.4,1
55,78909,224142,531,21,3,12,22.51,1
59,69952,217501,777,19,4,12,24.23,1
59,89211,107430,472,35,3,12,8.27,1
36,62243,87556,839,1,4,36,6.3,1
22,124880,165767,676,36,2,48,6.8,1
28,76908,395738,323,25,2,12,16.59,1
35,25759,142234,612,26,0,36,5.65,1
47,42803,431030,514,28,0,12,19.09,1
36,103888,57366,508,17,3,60,20.43,1
21,32588,42319,406,0,1,24,9.82,1
30,129389,131957,363,35,3,36,14.47,1
27,129675,211703,653,22,3,24,7.67,1
30,134536,197476,397,37,3,24,23.16,1
32,137384,311999,634,38,3,36,23.09,1
37,89290,5623,641,12,4,48,18.17,1
32,100948,376761,697,34,1,12,7.69,1
35,111979,35204,522,26,4,24,6.61,1
52,18043,282008,587,31,1,36,10.63,1
52,125133,339369,639,6,2,12,21.78,1
46,98771,395441,721,21,4,24,17.96,1
34,65508,348021,432,34,1,12,15.49,1
46,22912,489820,573,30,2,48,24.08,1
25,45378,267428,501,14,1,12,18.32,1
58,26172,260943,805,20,4,48,18.58,1
24,142036,38139,621,17,2,60,17.85,1
48,19026,153997,540,11,4,24,19.51,1
21,69187,428875,428,19,2,36,5.99,1
33,130375,494495,809,23,0,24,23.24,1
63,89638,420722,333,30,4,24,10.09,1
23,46480,290843,717,4,2,12,21.43,1
45,121699,240502,468,28,4,48,17.21,1
62,34501,157914,366,9,1,60,21.78,1
36,93892,333400,586,27,0,60,19.79,1
41,145511,487483,768,25,0,60,12.72,1
33,92245,478687,518,27,3,60,16.9,1
64,148127,105196,705,24,0,24,12.21,1
56,76267,98274,317,18,3,48,12.54,1
28,64945,370517,538,33,3,60,17.16,1
64,17149,372157,753,25,1,60,8.18,1
39,126092,27090,507,39,1,60,21.47,0
36,28608,475742,359,39,4,24,8.36,1
32,108932,445839,787,30,4,24,8.06,1
40,16804,499072,804,14,0,12,14.07,1
38,27641,261267,715,11,4,60,11.09,1
32,134765,354624,803,15,0,36,10.66,1
45,75631,484168,460,15,3,12,18.7,1
31,81295,166987,777,38,2,60,21.99,1
42,84396,442604,762,17,1,24,16.59,1
54,137206,250610,551,35,4,24,24.03,1
33,33025,349908,590,15,0,48,22.56,1
58,104111,103718,838,1,0,60,7.1,1
32,65964,359078,455,4,2,48,23.81,1
59,142491,333863,610,25,2,36,18.7,1
56,65968,139567,773,24,3,48,20.5,1
48,45727,247435,834,22,3,24,13.55,1
47,60731,482542,520,27,1,60,15.95,1
59,98745,33396,303,26,4,12,23.43,1
33,50953,371342,601,28,4,48,22.47,1
63,81097,214847,840,25,2,24,5.87,1
60,80773,16576,774,14,0,12,22.6,0
47,86514,301877,555,1,0,60,19.99,1
51,26325,216061,637,21,1,48,6.91,1
22,61206,220472,631,17,1,36,9.37,1
38,128372,291513,508,37,2,24,12.19,1
46,38851,274936,360,26,1,60,21.07,1
62,82743,378627,371,18,1,24,12.61,1
51,80031,334648,713,36,0,48,11.28,1
58,86093,443525,543,22,0,48,5.37,1
42,34033,257495,685,33,1,48,24.76,1
56,79755,52845,735,5,1,36,12.22,0
39,52481,281906,783,13,3,24,20.02,1
34,20578,473544,337,0,2,24,10.42,1
34,110659,64269,495,28,3,24,9.79,1
49,121149,448221,421,35,1,12,19.94,1
37,65387,383141,842,10,1,12,20.33,1
57,112801,423631,680,28,2,48,20.77,1
29,21390,390515,822,39,2,36,7.83,1
21,86365,95050,558,26,1,12,20.68,1
24,103396,118077,300,20,4,48,15.53,1
27,61039,114769,729,8,2,48,6.16,0
31,83376,324768,554,38,4,60,13.15,1
34,113355,494129,683,28,3,60,21.24,1
62,60875,106755,641,33,2,48,20.83,1
39,69920,342534,502,15,3,60,6.37,1
60,47556,175428,483,6,0,24,18.45,1
23,57275,175661,744,37,3,48,15.62,1
28,41760,493483,789,9,1,48,5.29,1
49,54847,368048,770,2,2,48,23.56,1
57,62148,306870,625,23,1,60,8.92,1
63,132920,32375,593,15,3,60,6.07,1
29,137671,485214,394,34,3,60,21.94,1
39,64136,446886,321,11,0,48,14.78,1
32,97892,478857,430,26,0,12,7.57,1
47,56786,434217,325,34,0,48,5.79,1
57,64469,437647,621,20,2,24,21.7,1
45,146838,443839,321,6,4,24,16.84,1
58,17478,175250,839,33,3,60,19.06,1
37,35282,224606,497,4,4,24,5.98,1
64,77138,376781,779,14,4,12,23.53,1
53,103600,198097,320,0,1,36,17.44,1
59,17161,157310,580,8,2,12,10.05,1
34,22111,332619,512,29,2,36,10.13,1
48,144168,288714,373,23,2,24,24.56,1
38,129371,329747,388,24,3,48,5.68,1
53,92615,445252,827,6,3,48,12.23,1
62,112249,133768,466,13,1,48,16.11,1
35,119402,290389,583,36,2,48,20.46,1
31,36339,355043,543,23,1,36,17.87,1
56,62717,418194,356,7,3,24,20.55,1
35,115008,422309,376,24,3,60,22.52,1
50,30966,395759,757,24,2,36,21.99,1
35,95645,473204,409,2,0,60,14.78,1
43,129949,290313,500,23,1,60,6.12,1
63,48927,129155,502,9,3,60,11.45,1
35,65816,148493,437,7,1,60,22.8,1
49,122855,257055,323,18,0,48,11.29,1
31,60545,281259,698,22,0,12,14.44,1
38,98922,5641,642,1,3,48,5.12,1
60,38825,130438,432,9,1,12,11.24,1
51,82805,74058,595,36,3,48,13.22,1
29,20455,453409,732,23,0,24,18.77,1
42,126738,175140,416,10,1,12,12.67,1
31,95814,348254,364,27,3,48,14.55,1
37,73319,22779,725,8,2,48,20.3,1
53,41122,164871,557,12,1,48,17.74,1
31,145565,356537,848,37,0,12,14.42,1
59,139813,396942,707,27,4,36,23.99,1
28,131451,457411,567,34,3,36,12.37,1
24,107374,153803,463,36,2,60,12.24,1
56,97334,412293,822,37,4,12,7.33,1
39,47539,126166,599,20,1,48,12.48,1
44,88106,10270,788,4,0,12,8.23,0
61,89354,483315,313,39,0,36,14.14,1
38,119832,76143,584,19,4,12,12.59,1
53,19034,461341,810,36,0,12,17.3,1
56,21087,422406,846,11,3,24,22.32,1
30,113956,313455,459,1,4,24,13.45,1
34,148516,492238,799,2,4,24,22.13,1
27,24001,377017,597,27,0,36,11.38,1
32,111540,84569,515,18,2,12,6.03,1
42,67061,345989,548,17,0,24,12.05,1
47,93223,183533,743,28,2,48,11.68,1
57,140601,322016,426,4,4,60,16.95,1
31,40078,321463,825,24,4,24,16.95,1
56,105151,181383,638,2,4,48,7.12,1
33,124506,320662,428,4,1,60,19.2,1
52,146293,171393,403,7,3,48,9.48,1
28,87630,364813,688,2,2,36,17.1,1
27,92363,483188,569,21,1,12,22.08,1
63,76503,38850,774,18,2,12,24.57,0
63,88697,113776,301,19,3,24,21.19,1
37,130715,28499,321,19,0,12,23.51,1
42,22022,434903,616,20,1,36,6.94,1
54,110241,300321,585,27,1,60,10.48,1
40,98826,393006,694,18,1,48,13.87,1
28,71242,29903,442,38,2,48,20.4,1
42,149517,6178,592,21,2,60,16.82,1
47,93174,307298,800,0,3,60,21.55,1
54,72133,139770,591,25,3,24,12.06,1
41,15897,475003,669,11,0,48,14.52,1
35,133178,473605,351,20,1,60,20.63,1
25,145081,167752,364,5,2,60,20.42,1
58,48344,290610,379,1,2,24,17.27,1
37,86726,352560,615,29,3,12,15.7,1
28,16244,320068,684,4,2,12,10.57,1
39,100002,202356,382,38,3,48,20.69,1
25,27146,60583,553,32,1,60,9.05,1
43,103963,263818,667,36,3,24,19.9,1
39,142520,370789,436,7,4,48,5.64,1
34,37857,382082,702,39,3,36,10.14,1
30,104268,256068,436,34,1,12,24.61,1
51,42642,255000,589,35,1,12,13.78,1
33,59620,254480,800,20,4,36,12.72,1
42,95739,59129,633,27,4,24,11.25,1
57,84230,201143,613,7,4,36,5.39,1
59,140081,179598,835,31,1,24,24.79,1
30,117544,221351,491,1,4,48,8.41,1
51,33016,428481,846,8,2,36,10.69,1
63,16338,167414,570,33,0,24,23.45,1
55,143888,10764,636,8,0,36,17.48,1
33,64877,116713,796,8,4,48,9.17,1
50,110817,207022,448,26,3,12,16.77,1
54,17585,194070,738,36,3,12,24.71,1
56,74101,184313,494,19,2,60,14.17,1
55,62818,216269,748,11,0,12,9.49,1
24,29101,148591,392,1,1,12,13.47,1
24,31865,48883,601,10,0,48,18.25,1
26,134917,36775,787,3,4,24,12.15,1
48,26928,271676,516,27,4,36,20.83,1
50,51469,30530,673,19,0,24,12.66,1
47,69906,59146,660,26,2,60,8.45,1
25,82393,311328,346,1,4,36,8.79,1
64,132498,234432,502,24,2,36,6.71,1
59,119960,457582,398,5,3,48,19.35,1
55,70206,469690,415,27,4,48,16.95,1
59,129811,315800,547,38,4,24,13.12,1
64,133161,148534,573,25,2,24,10.0,1
35,57515,52997,635,2,3,48,10.29,1
39,122851,471698,794,31,0,12,7.24,1
50,75884,147754,749,35,4,48,19.5,1
58,102898,393997,677,7,2,12,11.47,1
52,25161,210208,429,26,4,24,13.45,1
60,23801,174872,509,9,0,36,22.91,1
49,74457,170814,524,24,1,24,9.44,1
26,142949,382757,364,5,4,60,12.06,1
46,77784,110481,542,37,3,48,11.46,0
47,146197,26186,778,4,0,48,5.05,1
55,40307,201534,407,27,0,24,19.81,1
48,60085,45145,529,2,0,36,22.36,0
25,16621,298455,326,33,2,12,16.21,1
61,93840,354673,813,26,1,24,24.54,1
36,22101,219143,700,9,3,60,8.46,1
61,52958,125569,594,33,2,48,24.09,1
38,80363,346145,601,35,3,48,24.56,1
33,50097,131930,412,8,3,36,17.87,1
63,119752,309464,842,9,3,12,16.39,1
45,98781,138416,370,3,2,48,21.01,1
30,127217,315136,800,38,1,24,9.41,1
49,97178,282176,478,26,3,60,20.88,1
30,87870,37044,670,33,3,60,22.0,1
26,97451,400291,760,31,0,24,15.81,1
36,130115,40219,659,34,4,60,7.94,1
45,15136,175021,485,26,2,24,18.73,1
64,54614,363749,778,31,2,24,16.51,1
24,26769,158740,362,16,3,36,6.05,1
57,145493,83732,780,30,3,12,12.94,1
54,76544,224167,653,10,0,60,14.34,1
39,60354,33250,744,11,3,60,16.49,1
53,62935,483870,487,32,4,24,20.21,1
24,37532,30654,605,4,1,60,12.88,1
64,136996,265772,301,9,2,60,5.1,1
54,147471,251367,368,19,4,12,13.27,1
32,100646,231570,787,23,3,60,12.35,1
51,50327,272859,409,5,3,60,17.14,1
36,60985,40338,305,11,2,36,22.08,1
22,101199,27384,711,24,1,24,5.63,1
22,98144,40736,489,24,1,24,21.77,1
56,56305,89003,446,25,4,36,22.12,1
26,60879,496757,744,39,1,36,17.4,1
43,72813,211508,548,6,3,48,16.14,1
59,67120,370363,583,2,4,24,14.56,1
64,119771,276010,369,19,2,48,12.78,1
57,80148,324512,638,5,0,60,7.65,1
36,127430,300553,685,18,1,60,18.44,1
63,86963,416057,393,38,0,48,17.85,1
64,126433,13730,821,20,1,12,6.56,1
39,68320,272185,485,0,0,36,19.36,1
44,92050,368043,591,12,0,36,21.02,1
47,20246,428570,364,30,2,60,10.05,1
27,121826,63137,587,33,1,36,10.68,1
50,111408,342312,710,7,4,24,12.15,1
61,37824,87819,657,36,2,24,14.84,1
34,143056,399945,547,9,2,12,16.97,1
64,92300,327717,517,20,4,48,13.51,1
35,42650,271952,822,23,4,24,8.27,1
32,29127,233840,498,13,4,12,8.03,1
49,73038,403401,624,16,2,48,16.85,1
43,29926,275519,478,15,0,24,7.88,1
33,139381,265828,608,19,2,24,12.11,1
29,81106,168061,813,5,0,36,12.94,1
44,30521,108933,480,38,0,36,11.43,1
59,59573,464017,711,33,2,12,6.24,1
50,123632,154927,670,9,1,48,23.52,1
21,40917,319951,432,35,4,12,20.96,1
30,19165,90304,819,34,3,24,19.35,1
58,144846,127672,503,28,1,36,22.89,0
35,121448,451145,441,11,1,12,16.21,1
29,24191,368356,750,38,3,12,11.44,1
33,57358,151194,506,33,3,48,15.38,1
43,52216,229660,523,28,4,60,7.42,1
53,36073,123727,766,19,2,60,6.02,1
29,79731,490687,690,24,4,36,15.2,1
23,64548,142199,759,34,4,36,5.0,1
50,16489,229956,626,37,1,48,17.49,1
29,127406,317983,592,15,2,24,9.65,1
45,62602,267623,719,11,0,24,15.95,1
44,25233,234262,386,23,3,36,14.07,1
52,91865,458125,397,31,2,12,21.94,1
27,117906,396377,671,12,4,48,12.92,1
56,39722,338610,402,1,3,12,20.2,1
45,96732,381396,379,4,1,48,20.94,1
40,60945,256844,429,16,2,60,7.84,1
37,96101,263091,335,15,2,24,24.38,1
56,56290,416756,354,19,2,12,21.15,1
46,144506,91143,380,33,3,12,21.7,0
39,132741,102359,712,27,2,48,12.35,1
57,84477,33691,454,38,0,48,22.05,0
23,144523,363146,325,22,0,60,7.82,1
63,36306,384780,428,24,4,60,12.58,1
48,44420,77550,820,6,2,24,13.36,1
42,70389,448048,350,18,1,36,14.72,1
39,119369,295761,765,5,0,12,16.95,1
36,129890,193368,315,9,0,36,21.73,1
26,52077,264486,513,39,4,60,21.54,1
57,90022,228837,758,27,4,48,8.04,1
51,54970,281301,360,39,0,12,8.83,1
54,74938,24405,596,34,0,60,19.41,1
51,24216,413750,774,18,3,36,14.04,1
31,25174,140772,371,2,1,24,7.69,1
56,134918,107596,623,25,0,60,11.22,1
26,81833,130955,779,23,0,60,24.69,1
47,113619,286439,306,1,0,24,9.53,1
27,76758,234530,361,8,1,36,20.41,1
52,42941,77288,725,36,2,12,6.0,1
28,106385,52823,424,20,3,24,13.61,0
53,121138,151886,573,22,3,24,6.52,1
64,28276,259668,653,4,1,24,20.18,1
35,75080,79865,680,11,0,24,14.97,0
47,21568,463361,322,0,4,60,21.13,1
50,62827,24962,661,36,1,12,16.63,1
42,15598,370526,841,10,3,12,14.97,1
49,73813,231886,571,24,2,36,24.07,1
61,107788,329389,445,13,2,36,18.09,1
50,115925,85872,668,36,0,12,17.68,1
22,101627,377943,440,38,3,12,6.06,1
35,139585,66014,486,7,2,48,18.31,0
47,84493,268399,828,4,3,60,24.96,1
27,134330,435051,487,17,1,48,6.97,1
47,110669,65755,735,32,3,36,21.81,1
41,133802,102686,505,33,1,36,9.61,1
33,134815,174519,350,16,4,24,5.33,1
37,130471,135509,382,0,1,12,11.33,0
31,102412,138923,695,25,4,60,5.95,1
30,111109,319413,565,24,3,36,7.55,1
53,123440,427147,776,21,4,60,24.05,1
34,130613,173254,524,19,0,24,24.26,1
57,106068,274649,697,24,4,48,10.39,1
28,47315,345948,633,39,1,60,9.14,1
53,107711,130852,759,37,4,48,16.3,1
27,111114,423006,369,6,1,36,14.4,1
54,120294,314813,714,2,2,60,14.14,1
27,60384,47960,689,7,0,60,19.97,1
27,116391,64896,548,34,3,36,11.95,1
61,57889,92530,523,27,3,48,18.81,1
56,87157,341829,709,4,1,24,14.22,1
27,86096,270073,663,39,3,60,21.42,1
40,145427,399002,756,1,1,24,6.35,1
38,73983,112731,666,8,4,48,23.46,1
63,131574,430590,612,20,3,36,6.87,1
61,131345,237860,837,32,1,36,9.92,1
34,122444,125124,683,2,2,36,9.36,1
60,120948,154626,397,37,2,60,9.46,1
34,103677,163294,582,13,2,24,22.21,1
41,148172,234658,816,5,2,24,12.82,1
47,141816,209817,353,8,2,36,11.94,1
46,21243,116195,342,23,2,24,5.32,1
47,117658,289405,803,14,0,48,21.72,0
44,29213,400784,306,21,2,24,22.38,1
25,51812,370400,683,12,2,48,17.45,1
62,104024,199770,647,12,2,12,7.78,1
58,30322,235759,838,23,3,12,7.93,1
48,15807,305634,443,23,4,12,18.6,1
62,106518,455832,675,34,4,36,20.78,1
63,89345,83463,573,31,0,24,10.82,1
52,109981,9932,533,13,2,12,18.34,1
44,95737,232524,571,15,4,12,5.27,1
26,64172,277118,587,15,2,12,9.35,1
30,48470,133744,589,13,3,12,24.82,1
23,148427,354468,461,34,3,12,7.33,1
27,63325,74153,654,31,2,60,17.58,1
49,70753,407727,812,26,2,24,6.48,1
54,19852,212573,440,25,4,48,11.18,1
27,71800,264578,455,2,1,60,24.6,1
37,21778,268325,435,38,3,48,9.98,1
33,110589,360867,750,33,1,12,14.24,1
41,34567,47283,460,29,2,36,14.7,1
51,119403,24999,664,5,4,48,16.66,1
29,43948,15532,811,17,0,36,10.18,1
33,144014,289720,541,21,4,12,16.69,1
37,104325,399461,614,23,4,12,14.83,1
28,28609,427113,728,13,0,24,16.83,1
29,40439,121285,425,24,0,48,19.67,1
29,38079,480551,390,38,4,60,6.35,1
60,114385,201795,474,35,0,12,14.45,1
50,21531,239916,781,15,4,60,21.94,1
27,46795,274063,781,13,1,12,5.47,1
37,110125,408544,615,6,1,12,24.74,1
59,72176,205747,839,31,3,60,7.79,1
58,94299,89086,484,30,3,60,16.7,1
25,62625,110825,323,9,3,12,5.18,1
37,86586,261530,829,30,4,36,24.42,1
60,51685,229126,816,32,2,48,11.25,1
21,64203,342784,399,32,2,12,14.92,1
36,114597,131717,827,23,0,36,16.59,1
37,45369,461727,632,3,2,48,20.79,1
50,107271,284914,716,27,0,48,15.12,1
51,71422,371174,659,1,1,36,8.86,1
55,106147,262301,480,34,0,36,24.45,1
28,130157,364490,729,23,0,48,19.8,0
50,134522,369736,760,34,1,12,15.58,1
59,59263,488913,368,37,1,36,11.28,1
41,108638,312397,477,27,2,36,7.08,1
35,82208,59569,793,6,1,24,20.15,1
54,122389,65789,711,8,0,24,7.02,0
47,103200,195894,436,7,0,60,20.85,1
22,130151,48068,553,8,2,60,21.24,1
30,73483,135559,838,14,1,60,22.21,1
25,105047,51662,476,4,2,60,10.03,1
47,120812,168656,409,15,4,48,16.01,1
24,113632,150312,317,18,1,24,17.87,1
33,61475,461375,665,24,4,24,15.09,1
37,35250,436829,674,8,1,36,10.33,1
41,24331,40404,749,25,3,36,10.57,1
43,142790,81465,795,23,3,48,8.35,1
53,81545,413870,831,34,2,24,5.51,1
35,56434,444005,810,39,0,12,24.1,1
34,74754,65584,354,38,3,60,20.58,1
29,146237,358648,477,39,4,12,18.3,1
64,149751,171519,712,25,3,24,8.57,1
57,77274,452274,734,8,0,12,18.33,1
50,46415,318210,814,11,3,12,19.09,1
49,136394,270521,754,17,0,48,18.14,1
43,132324,148518,439,2,4,36,13.03,1
54,123976,113410,726,14,4,24,6.76,1
27,18037,408946,711,7,3,24,16.59,1
29,16698,321953,346,8,4,60,23.27,1
24,146045,271721,734,0,3,24,10.55,1
22,147263,24132,444,27,3,48,20.92,0
47,22175,101688,721,4,1,12,13.23,1
53,53560,490071,739,38,0,60,7.04,1
52,86090,407945,574,22,0,36,19.39,1
64,128373,54497,315,7,3,12,21.79,1
57,142141,402051,595,21,3,48,14.9,1
47,54443,369653,675,33,4,12,10.07,1
48,39896,404109,551,6,4,48,13.88,1
23,109785,394349,698,11,1,60,22.72,1
56,124555,250906,483,28,1,60,5.68,1
63,60330,441115,751,20,3,48,14.27,1
28,102951,86992,740,30,4,36,6.34,1
64,57999,36425,344,26,0,12,14.94,1
61,106411,31852,836,16,0,36,24.71,1
57,36354,466213,725,1,3,48,9.88,1
58,74021,66600,849,3,0,48,24.03,0
42,65892,303137,592,2,1,60,17.83,1
34,91706,105925,839,23,2,36,5.34,1
35,118098,458935,457,39,1,24,13.26,1
24,70963,129024,531,38,1,12,9.42,1
38,121410,418838,799,11,4,12,8.86,1
21,65594,76265,677,37,4,12,15.54,1
32,129650,176370,647,14,0,36,9.27,1
61,71218,65814,544,26,3,60,11.45,0
62,134666,317268,593,35,4,12,18.97,1
37,62107,391617,381,38,1,36,11.96,1
39,124780,285792,458,29,0,24,23.28,1
56,73598,475493,473,8,0,48,17.82,1
27,36270,386878,624,35,3,36,8.01,1
29,73326,140887,509,19,0,12,11.62,1
28,48676,392830,358,36,3,48,24.99,1
45,146702,152647,690,24,1,60,11.64,1
27,22159,376622,490,22,2,12,16.85,1
62,23142,206965,689,2,4,24,7.05,1
28,147363,10673,544,21,4,48,18.17,1
44,91937,95698,615,0,3,12,11.56,1
37,65907,368142,406,10,4,24,12.72,1
32,33613,202269,345,20,3,60,16.44,1
51,115471,118961,650,31,2,36,11.96,1
32,16811,56643,655,13,3,24,6.74,1
22,54682,479983,648,26,4,48,9.62,1
32,15769,11157,478,17,4,12,19.33,1
47,114803,298812,563,38,2,12,8.5,1
27,40378,72142,592,16,3,48,12.24,1
33,75246,496247,549,37,2,48,7.73,1
56,94101,161060,353,1,0,60,9.67,1
21,111953,299514,721,36,1,48,6.61,1
55,41175,254456,441,7,2,48,12.82,1
50,57124,57173,767,12,3,36,25.0,0
51,98076,276990,691,16,3,12,6.86,1
37,61702,288026,354,18,4,36,15.89,1
28,107871,394190,365,36,4,48,14.92,1
23,148137,199029,537,15,2,60,7.51,1
30,51691,200835,378,21,2,12,18.62,1
54,145323,321053,634,22,1,12,11.64,1
42,133630,156962,424,21,2,60,18.75,1
24,16383,213843,672,0,1,12,11.55,1
52,146031,163712,636,30,1,24,18.49,1
49,93700,69889,578,23,2,36,11.44,1
31,98715,178512,343,38,1,12,21.75,1
33,64173,6809,321,17,1,60,5.67,1
24,71148,382297,314,28,1,24,5.67,1
22,108649,480569,430,23,0,60,8.17,1
54,80004,458576,415,25,1,12,6.48,1
63,88928,186482,621,22,4,12,22.8,1
42,140800,302066,600,6,0,24,20.36,1
25,148382,211534,715,11,4,36,15.41,1
29,131801,55144,421,20,1,12,8.45,1
40,142431,122536,489,20,1,12,8.05,1
41,29944,182930,702,37,0,12,5.67,1
37,58100,52865,566,38,3,60,7.87,1
32,143671,115912,808,15,0,60,17.78,0
48,36248,322898,411,15,3,36,16.85,1
38,120506,332257,806,37,2,24,10.65,1
23,62531,45262,450,34,1,48,17.71,1
25,16376,328745,304,25,3,60,16.69,1
34,117614,444431,415,13,0,48,18.96,1
46,114467,177351,376,1,1,12,6.31,0
39,89606,492516,622,17,4,36,19.79,1
61,47793,63745,488,23,4,24,23.41,1
37,136476,123754,387,14,3,36,9.82,1
59,80732,43087,580,0,4,60,13.99,1
62,84743,214954,357,28,4,48,14.55,1
24,25172,477435,500,31,2,60,10.86,1
62,25035,129461,827,6,1,60,14.32,1
55,126984,106522,758,21,1,60,6.67,1
44,44053,323654,376,0,3,12,5.9,1
61,112307,88751,750,2,4,24,10.5,1
33,149290,8194,458,16,0,12,8.21,0
53,110541,79239,306,39,4,12,21.49,1
35,27665,288179,642,30,4,60,22.45,1
35,141166,244021,569,2,2,36,17.49,1
51,17001,300763,390,27,2,24,20.02,1
63,64174,9264,684,25,1,24,12.14,1
48,76775,271894,539,4,3,24,19.63,1
30,73557,195864,781,35,3,48,16.65,1
27,23147,337083,441,17,1,48,11.9,1
53,145708,109259,830,37,3,48,6.61,1
27,145432,148233,596,37,0,60,19.5,0
25,66290,226574,361,24,1,60,6.21,1
46,96626,432922,831,2,2,60,9.87,1
36,101499,286781,460,24,4,60,20.15,1
28,91819,116179,656,38,3,36,17.19,1
42,119299,109269,520,11,2,60,9.49,1
54,38890,64773,516,20,2,12,20.6,1
60,145866,193420,832,31,3,48,14.86,1
48,53297,131617,379,8,2,12,5.99,1
56,78470,258912,776,19,4,24,7.42,1
27,123116,95313,704,14,1,48,15.06,1
60,82172,109851,398,33,1,48,9.14,1
63,89651,90259,301,11,2,48,18.35,1
48,31204,72142,524,36,2,60,23.93,1
22,37386,317087,468,30,2,60,22.21,1
29,114795,52861,735,31,2,60,24.97,1
26,36710,488840,369,37,3,48,17.14,1
21,81902,101790,365,3,0,36,9.97,1
23,38618,425209,553,32,1,48,18.62,1
30,117078,471824,363,18,4,36,24.6,1
57,28322,422931,301,6,1,36,5.63,1
64,140338,460235,506,38,2,48,5.66,1
43,78968,460939,825,0,2,24,10.59,1
53,112691,453826,357,0,2,48,5.41,1
29,23697,499329,477,38,1,48,18.31,1
33,81373,296000,318,10,3,12,7.32,1
48,65091,126532,649,30,4,24,19.95,1
27,19308,222733,764,6,1,48,20.95,1
46,15558,179379,676,10,2,24,8.2,1
36,74427,249668,589,31,4,24,8.93,1
60,80105,255432,488,33,2,60,7.1,1
46,89795,137302,636,8,4,60,23.09,0
59,119388,438223,661,17,0,24,6.01,1
52,30254,411092,604,18,0,24,13.08,1
56,127476,405977,667,19,2,60,16.66,1
62,73064,140190,332,31,0,36,21.62,1
21,19261,168765,377,6,0,12,9.91,1
41,134698,471030,442,31,2,12,10.83,1
33,137562,313120,563,16,4,12,14.99,1
46,93358,485313,770,19,4,24,6.87,1
29,140977,476217,651,8,2,48,11.25,1
