age,income,loan_amount,credit_score,employment_years,existing_loans,loan_term,interest_rate,default
31,139953,80099,375,12,3,36,12.5,0
55,109045,447057,535,0,1,36,11.99,1
24,51528,351656,550,34,3,60,15.26,1
49,44784,106741,698,38,0,60,17.43,0
30,88904,403487,392,25,0,24,12.29,1
49,68192,318925,621,16,0,60,24.79,1
58,21170,44565,826,31,2,48,13.91,0
21,55896,363645,453,21,2,36,12.06,1
60,120287,275431,717,38,1,24,11.83,0
28,109782,177370,819,24,3,24,19.39,0
58,100919,31053,364,31,0,12,6.19,0
37,59007,415707,555,23,0,24,16.89,1
39,75849,29024,442,7,2,12,18.26,0
53,127917,254980,495,29,4,12,16.46,0
35,128638,433371,750,12,2,24,11.95,0
51,59610,446509,429,22,1,24,23.82,1
41,114565,431634,702,36,2,24,13.07,0
23,85818,485764,601,12,1,12,11.37,1
22,34270,295238,660,29,0,48,14.88,1
55,39354,421415,638,5,4,24,23.03,1
61,96519,284964,548,29,1,60,23.62,0
36,53639,254117,383,33,2,36,22.16,1
41,118064,348452,547,16,0,12,22.4,0
32,115284,499677,485,23,3,36,14.75,1
48,103523,173074,720,8,3,60,6.76,0
32,60832,165176,769,18,3,24,20.16,0
53,100557,358235,503,30,1,36,21.82,0
40,104220,442352,439,24,0,12,19.44,0
60,71316,84949,778,32,4,48,11.22,0
41,40790,425570,416,37,4,36,7.84,1
59,81683,480839,655,36,0,24,13.2,1
61,20550,163073,453,34,3,12,10.74,1
62,38769,191277,519,31,3,36,14.9,1
56,115754,22595,300,21,3,48,5.39,0
42,119661,360011,437,2,0,24,22.46,0
46,89601,342286,514,10,4,24,20.93,0
27,89101,146149,718,23,1,12,20.85,0
27,16194,395729,680,33,3,60,17.15,1
28,44533,124686,813,29,2,24,19.55,0
46,100401,315532,703,14,3,48,13.78,0
44,120762,13131,468,10,3,12,9.98,0
44,30084,282294,328,19,4,48,9.7,1
60,49825,471211,339,23,3,24,7.74,1
32,59072,408598,427,9,0,60,24.49,1
28,52246,494254,734,38,2,48,18.44,1
29,72793,481197,623,34,4,48,22.88,1
23,32393,120747,549,30,3,36,5.62,1
41,149850,357370,595,26,0,24,17.65,0
51,117284,177545,528,4,1,36,15.05,0
44,62068,425878,448,11,3,12,9.82,1
24,59778,98779,762,33,3,36,5.62,0
40,112506,13502,588,10,0,36,8.32,0
36,147322,359045,540,28,4,48,18.95,0
30,33703,100457,503,26,0,36,13.99,0
63,67347,415444,495,15,1,24,16.29,1
46,83493,106563,765,14,2,60,24.32,0
49,28894,484256,761,12,3,60,12.87,1
25,72063,276117,717,32,1,48,8.67,0
31,40772,392560,514,4,3,24,5.97,1
49,113290,307319,782,29,0,36,6.75,0
35,106168,53885,496,25,0,48,8.64,0
26,123754,108816,517,8,0,48,7.18,0
35,79181,428088,437,4,2,48,21.59,1
63,115210,83197,779,34,2,48,24.32,0
40,83475,87594,643,38,1,12,22.86,0
54,26670,407692,591,39,4,48,8.36,1
22,122036,304243,635,0,1,12,10.56,0
64,138397,37612,821,38,3,60,7.79,0
36,110142,399701,653,2,1,24,16.61,0
39,94967,424325,677,8,2,36,5.98,1
54,138303,56268,697,25,1,12,23.78,0
34,26028,261972,496,1,0,60,13.96,1
44,119762,206978,829,27,4,12,8.54,0
48,49520,478653,737,19,0,24,18.69,1
52,44587,470582,563,25,3,12,11.62,1
57,33050,497254,650,13,0,12,9.47,1
30,79597,86584,637,1,2,36,8.09,0
29,123909,176337,440,20,3,36,20.34,0
44,17118,336247,528,18,0,12,12.37,1
56,53394,71556,438,14,0,36,16.0,0
49,22358,345541,558,31,1,48,11.15,1
49,127853,80670,529,35,4,12,16.56,0
43,57030,273636,824,13,0,48,23.0,0
47,71291,11159,659,34,4,36,15.73,0
51,119664,431192,378,8,3,12,24.27,1
63,78215,462350,618,33,4,24,23.06,1
27,126517,176050,754,36,0,12,16.91,0
24,46572,276309,797,30,0,60,5.5,1
34,35649,208435,684,24,2,36,12.86,1
62,114692,105232,358,9,1,48,6.6,0
62,44927,353998,376,33,4,60,7.69,1
30,138499,312149,553,14,4,60,23.32,0
64,100638,383555,356,1,1,36,6.08,0
54,144666,48401,362,37,4,24,24.28,0
46,53289,294406,749,25,1,24,20.48,1
43,91411,460556,705,34,3,48,14.22,1
29,146497,307386,307,31,3,24,19.05,0
57,95279,100238,452,31,4,24,9.29,0
28,56176,392093,759,27,2,24,23.5,1
34,119617,226719,752,26,0,36,23.16,0
27,23801,161029,326,14,4,60,10.53,1
27,40300,179439,547,23,3,12,7.91,1
29,74111,348337,470,20,4,12,22.48,1
23,90705,470658,481,0,1,24,16.53,1
34,126270,313373,735,20,1,24,8.66,0
37,43465,270206,629,22,3,60,17.44,1
64,76723,179242,574,21,0,48,20.78,0
42,39759,11125,393,30,1,24,22.15,0
46,90347,147451,505,28,3,12,22.26,0
48,52094,292926,357,38,2,24,6.71,1
34,39019,60029,331,0,3,12,19.37,0
29,17435,75786,345,0,3,24,11.32,1
46,146806,452854,488,17,0,36,10.72,0
22,133180,142065,831,10,0,24,19.11,0
31,113295,172878,758,36,0,24,7.59,0
37,22764,357530,326,5,2,12,9.96,1
54,144600,255281,548,11,1,60,20.44,0
39,32459,248196,348,34,3,36,8.13,1
59,85658,312117,828,7,0,36,23.75,0
38,127716,172239,430,0,1,60,15.63,0
33,45342,355934,481,1,1,36,17.98,1
25,74973,208667,435,34,2,48,22.52,0
43,71993,8872,725,33,4,48,17.59,0
44,38135,46349,620,15,2,24,16.4,0
49,134823,341142,304,7,1,48,8.76,0
28,134687,50124,670,5,2,60,7.77,0
46,83500,73557,786,39,0,60,9.54,0
35,94114,5456,432,3,0,24,15.52,0
21,104942,177377,333,22,2,12,22.27,0
48,52893,311655,300,13,1,12,9.81,1
34,20786,368775,309,24,0,12,24.44,1
62,43878,223910,819,35,3,36,14.02,1
54,121661,67213,392,33,3,12,7.08,0
51,103013,434440,733,37,2,48,16.03,0
26,92484,305178,616,11,0,24,22.42,0
25,132685,129430,848,20,1,60,24.7,0
51,54837,320169,512,14,1,60,17.43,1
57,38854,329543,330,16,1,24,15.02,1
35,33761,297178,409,23,0,60,15.27,1
35,109406,167992,451,27,3,36,20.97,0
63,67009,463698,660,30,4,24,16.42,1
25,16455,141273,640,30,1,60,22.46,1
48,73332,490335,800,20,3,60,8.04,1
53,28682,25141,750,32,1,12,23.18,0
31,16890,14266,779,9,4,12,23.77,0
63,140362,279376,489,1,2,36,24.01,0
26,74172,482450,350,10,2,24,12.96,1
43,50196,418162,698,14,2,24,21.74,1
60,109786,135563,717,24,0,36,22.19,0
22,66469,354009,747,33,2,24,12.43,1
35,72390,198003,375,22,1,36,6.9,0
43,142340,360286,552,27,4,48,12.14,0
42,55816,260784,640,3,4,48,5.1,1
29,22282,83820,834,2,0,60,11.93,0
60,96454,373063,326,13,4,12,8.35,1
50,25446,289928,616,28,2,24,5.01,1
36,31456,167776,419,20,0,48,9.77,1
50,110490,416656,456,16,2,60,22.24,1
29,149529,230190,593,5,0,36,22.48,0
21,51853,124104,371,4,2,24,24.94,0
58,120892,476411,832,0,1,60,9.82,0
28,146024,232088,613,9,2,60,12.01,0
38,111199,343242,445,4,4,36,12.98,1
47,20045,465118,343,27,3,12,20.06,1
38,48615,258184,371,31,0,48,10.78,1
52,145321,266015,479,6,0,36,20.96,0
52,114699,299860,643,1,0,60,22.09,0
56,108531,353025,820,21,3,12,23.85,0
56,72414,489499,776,27,2,60,10.61,1
41,45426,89159,344,32,0,24,15.39,0
52,29113,46875,495,38,0,24,16.54,0
51,72599,59395,604,30,2,12,8.77,0
57,79614,378963,429,33,3,60,21.05,1
36,81437,227544,503,9,4,48,23.48,0
34,66854,447452,643,27,4,24,8.79,1
44,91396,42799,614,23,1,48,21.49,0
45,139326,211295,324,13,0,48,10.4,0
55,26110,193061,699,35,0,48,12.43,1
37,35543,347422,748,1,3,12,6.22,1
62,110929,154014,553,33,1,60,23.37,0
24,138747,370687,715,34,0,12,8.18,0
31,91610,190399,731,10,3,36,5.55,0
35,110238,115382,531,31,3,24,12.06,0
50,78534,437528,798,37,2,48,14.6,1
44,69025,58761,419,35,4,60,14.07,0
22,102041,337137,351,16,1,48,12.96,0
63,115886,189023,395,20,4,12,21.29,0
54,147572,349096,672,30,0,60,22.11,0
43,55887,281472,483,4,0,36,22.52,1
51,110653,23168,808,21,4,12,19.33,0
57,146886,81524,601,28,1,60,18.18,0
33,122091,17907,338,0,4,24,13.58,0
53,52834,275606,518,29,0,12,10.14,1
27,91723,115367,791,25,4,60,10.17,0
52,134600,456945,490,21,3,60,8.95,1
27,21086,257577,548,9,2,36,8.38,1
62,26510,111939,710,12,3,60,12.4,1
58,49832,180573,698,24,1,60,22.07,0
64,29200,410278,385,14,2,48,11.9,1
33,120668,248470,598,0,0,36,11.12,0
44,45141,406555,675,10,4,12,10.0,1
48,114668,426481,361,34,4,36,21.18,1
52,97186,318814,532,12,4,36,21.03,0
63,28594,13734,633,18,4,24,7.2,0
38,47212,113801,429,11,0,60,10.85,0
54,15067,33940,548,8,4,48,14.89,0
54,60663,39793,302,19,1,60,11.85,0
58,64834,390375,600,17,3,12,11.16,1
21,28232,267512,697,24,4,24,13.51,1
63,91682,19735,302,5,1,60,8.92,0
62,61002,378518,735,4,2,36,19.83,1
51,57291,371616,706,37,1,60,5.2,1
21,149262,455047,696,11,2,60,5.53,0
36,114156,255187,807,1,2,36,20.91,0
59,96578,15344,727,2,4,12,10.21,0
35,87889,202387,309,25,3,60,12.54,0
53,104157,478976,716,30,3,48,10.53,0
43,108170,364124,544,5,3,12,11.43,0
61,105868,276819,318,29,0,36,17.83,0
54,125492,307578,361,31,2,60,8.12,0
37,122803,220477,842,17,1,48,24.47,0
45,111177,147704,702,38,4,24,18.79,0
62,148667,388119,341,8,2,36,21.05,0
26,79402,319045,518,34,3,48,20.44,1
51,16218,140241,566,8,0,12,11.71,1
25,78447,96127,538,5,2,48,21.11,0
60,101603,322321,595,34,3,48,5.92,0
60,39384,131451,764,3,0,48,21.27,0
50,55527,34633,669,29,0,24,7.18,0
25,109100,61410,722,25,1,24,11.86,0
32,92277,14267,789,9,4,12,17.46,0
27,73465,18085,642,5,0,48,18.44,0
33,31665,311784,401,30,1,36,10.64,1
24,52689,79767,586,25,4,60,13.95,0
62,58689,130065,346,6,3,12,15.05,0
23,80180,450070,347,7,2,12,24.21,1
32,43040,296004,686,20,3,48,15.59,1
21,40927,317311,600,37,2,60,12.75,1
47,28514,468374,477,32,3,48,18.25,1
63,123801,195085,590,15,0,60,18.91,0
33,71058,62296,335,2,0,48,18.87,0
37,59398,324084,709,2,4,36,18.68,1
28,104233,396296,426,34,3,24,22.49,1
52,105948,191481,579,22,1,12,6.42,0
40,67601,272350,561,11,3,48,20.57,1
37,76894,7273,607,23,3,24,20.76,0
54,137262,119338,327,36,2,48,19.73,0
55,94634,191491,344,12,0,12,19.62,0
55,119303,481778,768,14,1,24,17.01,0
58,105544,197344,548,6,4,60,7.88,0
62,35731,347144,807,23,0,24,17.75,1
44,93619,482528,461,12,0,48,13.7,1
38,87586,189613,754,18,2,12,11.83,0
59,102862,56663,544,2,1,36,7.1,0
53,91685,350640,428,4,2,12,7.91,1
43,58745,192531,397,36,3,24,24.26,0
45,107272,26951,413,9,1,12,23.89,0
57,101575,198673,633,19,0,12,10.21,0
47,102097,320034,515,15,0,36,22.89,0
21,41820,21887,704,6,1,24,12.58,0
41,35192,459566,682,33,1,12,9.08,1
30,71968,332401,757,33,4,48,9.61,1
51,55642,130382,440,14,2,12,24.27,0
64,135525,464077,675,4,1,12,24.85,0
45,63145,14772,332,9,3,24,23.85,0
40,130467,98949,812,7,3,12,22.82,0
22,66414,42655,564,20,0,60,23.05,0
35,65191,212160,486,6,2,60,20.6,0
48,128316,431535,420,39,2,24,12.94,1
33,111915,385760,387,8,2,24,23.23,0
34,104875,177324,837,28,0,12,12.18,0
22,120870,129674,672,19,4,24,16.33,0
54,50048,301515,449,16,3,36,10.41,1
55,94896,165120,652,38,2,48,11.43,0
57,110632,433776,779,21,1,60,6.49,0
45,112574,18184,769,6,2,48,20.91,0
35,71314,129509,763,27,0,12,21.77,0
32,84044,296534,654,5,2,60,11.12,0
29,76127,410804,644,16,3,24,8.46,1
51,60015,442534,836,1,3,48,21.16,1
34,65734,79020,668,36,4,48,19.72,0
49,80056,300025,422,7,0,36,11.72,0
63,116122,279372,736,6,0,48,19.81,0
58,77502,453042,565,15,3,12,21.92,1
62,58102,335836,701,1,4,60,24.78,1
28,86899,479210,408,21,2,36,23.97,1
23,106017,384651,840,6,2,24,9.04,0
22,127109,470094,613,25,3,36,19.68,0
36,37133,136705,367,33,0,60,5.01,0
39,37720,320932,378,38,4,12,23.52,1
50,18379,15083,312,11,4,60,17.22,0
61,149223,143850,477,34,4,36,22.69,0
36,69758,209383,352,1,2,12,20.39,0
51,89140,335483,355,28,4,60,16.41,1
48,83187,176146,624,19,1,60,23.8,0
24,31308,14713,354,18,0,48,23.39,0
30,90304,375976,717,36,2,24,14.24,0
38,149230,387388,434,25,3,12,14.44,0
52,130857,412272,356,36,3,36,15.98,1
50,125946,131584,610,12,4,24,6.19,0
56,137300,10648,834,22,4,48,20.02,0
29,128002,492936,453,24,0,36,22.19,0
56,111791,329791,732,22,1,24,12.99,0
49,36787,246686,749,2,3,12,10.79,1
36,143324,194958,571,13,2,12,15.29,0
48,63793,168149,551,14,2,48,12.36,0
41,22153,311088,372,34,2,36,21.28,1
22,70766,172403,605,13,0,24,24.88,0
55,20931,350652,795,16,4,48,18.04,1
48,42040,68207,355,5,1,60,18.63,0
56,129329,447118,502,19,3,36,5.7,0
51,145197,36181,519,9,3,48,6.05,0
53,80939,322025,439,13,4,36,15.22,1
43,27801,442441,847,26,1,60,20.65,1
61,121280,180955,733,3,1,60,21.39,0
37,42064,195672,689,18,0,24,20.05,0
21,18985,160721,620,1,3,48,23.08,1
62,96796,482620,788,39,2,12,8.02,1
43,74466,258444,823,26,4,48,9.04,0
47,139052,154344,553,23,4,12,14.24,0
45,21549,288299,812,3,4,12,12.71,1
52,85664,294579,383,1,0,48,14.56,0
39,27801,55541,463,21,1,24,14.05,0
44,128901,304129,731,20,2,12,12.03,0
23,66380,9746,808,13,0,24,9.1,0
32,63442,199708,472,19,4,24,18.95,0
55,25505,378123,447,33,0,60,15.25,1
35,92906,92384,627,19,2,24,22.08,0
37,74228,163184,438,32,3,36,23.61,0
52,95129,421290,739,8,4,60,10.21,1
27,106695,304810,841,37,1,48,11.41,0
39,78275,191402,359,12,3,60,21.64,0
27,44621,51246,479,12,1,12,14.5,0
25,34538,339624,319,39,1,36,9.27,1
60,84024,243668,409,4,3,12,15.85,0
41,30332,234187,585,32,4,48,20.78,1
27,39594,407808,600,0,2,48,23.77,1
57,26793,225587,503,26,0,12,9.86,1
43,35850,76399,567,38,1,12,22.58,0
31,75438,343226,671,5,1,48,23.34,0
30,38936,446591,365,3,2,36,10.35,1
41,127442,267437,514,39,2,60,17.76,0
61,18827,309681,568,8,1,48,18.99,1
53,73889,271412,829,25,0,60,6.9,0
40,140306,339877,446,1,2,36,13.57,0
53,61790,25442,454,23,4,48,24.6,0
60,81352,403498,800,4,4,60,10.95,1
55,75215,339875,329,0,0,24,10.23,1
54,73207,125232,760,34,0,60,14.4,0
56,76643,114929,742,6,1,48,16.36,0
47,92319,294964,435,3,1,48,11.61,0
39,88095,308407,447,37,2,12,5.4,0
63,133060,228030,446,20,1,48,11.81,0
25,57890,7951,593,8,1,48,19.21,0
49,110736,157217,756,25,2,60,10.24,0
30,74544,61170,605,0,1,24,14.97,0
60,125930,473705,689,19,4,24,18.47,0
33,125079,125444,325,10,0,60,5.99,0
49,139412,106234,399,31,4,12,22.56,0
25,68044,269860,831,12,3,36,5.41,0
32,34184,11966,660,27,4,12,13.95,0
33,36633,92745,403,9,3,48,8.42,0
42,40368,358605,710,1,4,48,22.37,1
60,42045,8375,320,4,1,48,7.46,0
35,84919,406359,502,6,3,36,22.98,1
33,124390,101006,766,32,2,48,9.8,0
21,106881,170450,389,6,2,24,15.43,0
58,76261,103426,370,1,4,36,8.25,0
63,70464,427991,667,13,4,48,19.33,1
21,116454,475661,451,20,4,60,8.54,1
31,142046,453932,338,17,0,36,7.02,0
63,148649,442640,383,13,0,24,24.87,0
60,68202,256138,504,12,1,36,14.12,1
42,107276,356668,615,18,4,12,17.47,0
55,93138,53732,450,20,0,24,11.14,0
64,103074,216060,376,29,1,60,13.55,0
26,55828,65295,721,34,2,60,12.7,0
48,33330,46127,613,31,3,36,21.98,0
51,49340,30104,463,17,1,12,16.22,0
28,109468,357637,468,6,3,24,22.5,0
25,75989,286317,688,11,3,12,9.21,0
62,28823,190707,811,9,3,48,9.6,1
64,97119,406198,443,37,0,24,24.04,0
37,132065,380818,631,2,1,12,13.26,0
58,84604,189201,458,8,1,24,14.34,0
29,23281,147721,499,6,2,24,12.46,1
30,86734,87164,568,25,1,48,13.23,0
40,102951,252708,450,17,4,60,20.54,0
34,56051,361421,560,38,2,36,11.97,1
34,107215,363194,558,17,2,36,14.17,0
46,145226,232056,752,17,2,48,24.14,0
49,72283,71888,597,20,2,36,9.17,0
47,74309,395527,580,14,2,48,9.2,1
45,78335,219721,374,5,1,36,14.07,0
36,58124,373451,425,17,1,12,23.41,1
56,97509,149184,737,22,0,24,21.02,0
54,142211,189488,722,31,1,12,12.06,0
36,139960,354415,615,34,0,36,21.15,0
53,100558,268261,680,34,0,60,6.68,0
23,67466,473927,345,1,4,60,13.05,1
43,39459,491019,744,23,2,12,19.19,1
31,60076,250632,729,25,4,24,14.06,0
38,25080,471922,637,25,2,48,24.52,1
61,35168,38226,764,3,0,12,20.67,0
64,98097,136590,386,21,0,60,19.88,0
49,46892,375257,652,15,1,48,22.85,1
25,149037,140303,567,29,3,24,9.07,0
44,47438,31461,521,1,2,24,15.78,0
49,118467,392662,658,36,3,12,13.42,0
49,55955,114065,534,17,0,48,16.3,0
46,126010,63477,376,18,2,36,24.38,0
60,48625,349826,743,29,0,36,19.47,1
23,98260,275529,704,8,1,24,10.29,0
22,40393,336369,424,30,0,48,9.7,1
45,36399,245498,810,17,3,24,16.1,1
39,132991,233046,509,4,3,36,24.24,0
60,64941,454685,797,9,1,24,6.01,1
22,41656,309051,808,37,1,36,22.23,1
39,115606,55401,469,21,0,24,16.33,0
21,114377,435000,601,39,0,60,6.92,0
47,123527,81098,706,15,3,24,20.57,0
55,46766,26763,736,22,1,60,17.54,0
61,88097,24032,722,29,3,36,24.21,0
25,145929,275264,491,9,1,48,24.37,0
58,125864,383948,702,10,4,48,22.21,0
24,87583,373587,303,27,4,12,14.18,1
37,140061,434364,306,29,4,36,11.01,0
41,122590,52030,712,36,1,36,16.33,0
51,59889,131871,786,24,2,60,14.11,0
42,130990,350938,552,26,4,12,10.09,0
31,84850,409447,600,7,3,48,19.1,1
54,123519,403718,756,9,4,48,18.59,0
35,18474,398099,560,37,3,36,12.27,1
30,102768,105836,629,33,0,24,12.96,0
58,39039,258110,470,28,1,60,13.03,1
52,29104,174518,444,16,0,24,14.44,1
51,143404,195234,538,26,0,24,11.62,0
57,32786,182809,845,22,4,36,6.43,1
64,61716,141152,548,26,3,24,18.74,0
48,145738,262842,727,37,4,12,23.8,0
51,137914,266974,786,9,1,12,6.98,0
26,66269,261443,707,15,3,60,13.75,0
34,102950,253760,429,5,2,12,12.48,0
43,31791,238080,410,0,3,12,18.52,1
36,134363,325066,599,24,4,36,22.77,0
45,93429,59785,303,16,0,60,22.16,0
59,118807,318325,418,32,0,24,9.73,0
22,21224,198636,658,31,2,60,23.84,1
58,120909,225125,379,13,2,48,13.74,0
61,42685,193556,321,3,1,12,24.49,1
59,109045,186415,508,31,2,12,20.02,0
54,33476,184589,798,16,1,48,14.17,1
60,137214,34195,485,24,1,36,13.56,0
63,91598,52590,586,13,1,60,23.53,0
45,122474,115122,541,5,3,60,9.22,0
56,16484,394191,624,10,3,48,22.85,1
36,107526,418000,481,27,0,48,18.18,0
38,34760,106891,553,8,4,24,12.83,0
33,21326,167980,518,7,3,36,24.01,1
57,139802,316971,729,29,3,60,14.48,0
47,85723,318375,697,37,4,48,7.51,0
54,140477,453696,431,15,0,36,23.76,0
31,127325,129043,789,19,1,24,21.36,0
21,144778,207641,495,9,4,24,10.15,0
33,29963,168772,562,34,0,36,8.41,1
50,141197,413862,594,6,3,36,12.88,0
25,75494,159094,591,9,1,48,23.23,0
38,56328,165423,350,20,1,48,10.41,0
34,76790,119026,591,29,0,60,5.55,0
33,127962,22325,410,5,3,12,22.73,0
52,101037,415022,799,33,4,48,10.5,0
27,89860,329158,587,11,1,24,11.79,0
28,55632,395876,505,10,2,24,11.84,1
27,131167,263287,719,3,1,24,13.58,0
36,102268,71870,657,22,2,36,19.41,0
63,54859,132783,427,32,1,24,21.46,0
51,41496,465700,602,32,0,36,9.97,1
47,99392,434274,615,13,3,60,8.93,1
53,15958,409874,811,1,4,60,7.48,1
49,108399,339176,689,2,4,60,21.78,0
28,138951,160888,415,17,0,60,9.79,0
53,98408,197294,489,34,3,24,12.64,0
61,101687,180313,662,3,4,48,10.97,0
39,28584,208283,804,7,0,60,24.96,1
41,52917,492387,476,6,1,48,7.56,1
61,102672,150365,311,36,0,60,11.5,0
41,71308,237543,670,25,2,36,15.41,0
45,104010,192220,497,10,1,24,14.69,0
62,35321,488684,408,16,3,60,19.22,1
43,123798,482210,386,4,3,48,16.68,1
31,136534,259245,388,12,1,12,15.5,0
53,126349,87905,600,19,0,36,21.04,0
40,112313,135390,681,34,2,48,20.6,0
45,43858,146665,783,17,3,60,17.24,0
46,56838,140243,413,13,4,60,14.86,0
60,53336,78482,590,12,0,48,15.24,0
32,79597,279083,548,21,4,60,9.44,0
52,126467,452391,427,12,3,60,9.08,1
53,133901,391278,445,4,3,48,17.17,0
30,20177,385900,480,24,3,48,7.05,1
24,88582,233202,401,14,0,24,19.55,0
35,89433,248389,706,14,2,12,7.48,0
26,71261,59651,605,14,1,48,16.04,0
47,19581,430743,594,21,0,48,17.33,1
25,136975,138161,331,35,2,24,7.43,0
25,54802,447782,539,20,4,60,8.32,1
38,139457,310384,414,16,0,12,9.37,0
48,44698,69325,387,12,2,36,6.3,0
55,66119,37268,824,29,3,48,20.73,0
42,75393,131499,652,15,2,12,14.83,0
54,20080,148434,311,15,2,36,6.93,1
24,79652,389650,716,34,3,12,9.12,1
38,83664,38403,441,1,1,24,19.69,0
61,135023,259845,312,7,1,36,18.32,0
46,77577,188599,360,26,2,36,18.27,0
62,93117,243841,618,36,4,12,21.66,0
42,129490,154907,646,4,2,48,7.23,0
53,137907,102948,531,27,4,36,15.58,0
63,59569,260506,484,4,3,48,20.59,1
34,24811,153092,666,22,1,24,22.63,1
51,92641,441701,571,37,3,24,24.71,1
30,108897,290061,338,9,1,36,23.41,0
44,101588,321215,778,25,1,48,24.17,0
41,141709,151640,517,6,0,24,5.57,0
28,106039,411142,322,17,0,24,20.37,0
52,33162,153945,677,18,0,12,6.31,0
51,20530,460267,675,1,3,12,5.4,1
54,137779,279294,411,24,2,36,6.09,0
43,38128,368259,612,23,0,12,6.23,1
45,85707,57625,465,2,4,36,21.99,0
27,105275,12914,816,5,3,60,16.92,0
39,44998,479315,507,26,3,12,11.98,1
27,42333,384177,347,20,0,60,17.59,1
28,80886,105923,478,17,1,12,16.57,0
34,21522,362631,336,32,0,12,22.03,1
21,113504,353215,448,15,0,36,6.42,0
33,104194,119946,691,20,2,60,13.62,0
23,50320,66934,505,36,2,12,7.93,0
48,125424,94553,436,1,1,48,16.34,0
58,128959,454487,695,1,2,48,13.66,0
35,72630,371634,836,38,2,12,8.84,1
56,71662,488739,473,2,3,12,17.09,1
23,128305,160561,525,15,2,12,19.91,0
24,123291,456720,837,27,0,60,7.09,0
25,149630,144603,553,27,4,36,20.62,0
46,88834,261273,417,32,0,60,14.75,0
45,18513,65760,452,30,2,48,15.65,0
30,128860,233089,723,19,0,36,7.11,0
28,64512,337820,459,37,0,12,20.65,1
32,43669,221044,361,10,0,36,18.66,1
23,118099,494625,328,35,2,36,19.27,1
47,114754,277918,397,10,3,48,20.36,0
43,72560,91921,318,38,3,24,15.54,0
60,46709,36220,477,5,4,12,8.44,0
53,102705,22323,625,30,4,60,20.97,0
34,32011,494228,641,37,2,60,9.67,1
43,34651,387709,589,34,3,36,10.22,1
51,15566,438956,468,17,1,48,21.82,1
33,51526,59967,592,8,4,60,12.21,0
32,17020,85826,367,27,3,48,16.04,1
55,84066,269843,631,2,3,36,7.22,0
38,33890,240002,350,22,3,12,19.79,1
41,90919,230763,358,9,0,36,9.6,0
62,58882,91018,471,4,4,48,21.34,0
21,40304,226858,777,1,2,48,20.15,1
58,133016,450793,392,24,2,48,12.54,0
61,62742,376431,479,22,2,48,14.83,1
62,77124,247524,828,2,0,60,23.33,0
29,144925,275493,846,16,3,24,18.68,0
43,106354,273870,312,32,3,36,15.19,0
34,53451,67325,345,27,1,24,6.17,0
31,67754,21065,303,4,0,36,6.98,0
27,35754,78617,492,22,4,12,6.4,0
51,139779,217505,785,8,4,36,7.03,0
44,117047,177496,342,5,4,48,10.79,0
46,96472,64565,388,5,3,24,20.0,0
50,53446,167699,749,8,0,12,13.63,0
54,112676,391745,606,16,4,36,10.88,0
58,75489,17785,641,12,3,60,7.29,0
25,130363,290496,637,2,2,36,22.06,0
25,84589,71975,483,8,3,60,11.28,0
39,146994,371192,353,13,2,24,23.2,0
58,113711,270180,443,2,0,48,16.6,0
48,65261,183415,523,35,1,48,18.79,0
46,35343,248913,622,19,1,24,24.82,1
62,16490,112235,792,17,4,12,21.42,1
43,143369,13513,743,0,2,24,15.16,0
50,75928,368428,793,19,2,48,24.5,1
23,133888,224789,599,28,4,48,21.09,0
48,98401,314385,847,23,0,60,23.71,0
53,112914,280559,308,31,1,24,8.37,0
62,31178,236743,434,18,1,60,11.1,1
23,143272,327472,842,4,4,60,14.29,0
25,52622,254462,609,24,0,36,20.91,1
39,56834,328268,495,23,1,48,18.84,1
62,145241,452112,625,39,2,24,15.9,0
21,119762,107801,628,27,1,24,20.78,0
58,88929,38911,681,38,4,60,18.15,0
29,96396,93132,325,25,1,24,13.31,0
25,142000,11205,770,26,4,60,15.24,0
62,98451,211479,350,15,3,36,24.91,0
54,96617,217705,489,10,0,60,17.98,0
57,98537,220160,688,26,1,36,17.13,0
53,60101,421259,437,27,3,48,6.92,1
45,39940,430364,730,39,4,36,13.9,1
62,83907,179710,339,5,1,12,18.98,0
49,26016,196857,702,14,1,24,16.51,1
45,69617,18543,464,0,3,60,22.31,0
29,98292,81971,503,35,1,60,5.95,0
23,17237,207445,787,16,3,60,11.52,1
35,116778,180322,640,7,3,36,14.62,0
24,80263,220664,482,23,0,12,18.96,0
58,35852,64723,639,38,0,48,22.38,0
40,60003,357154,421,22,4,48,11.42,1
43,100895,329855,477,34,2,48,12.96,0
57,24176,22569,599,25,0,48,6.99,0
28,44658,223883,624,10,0,60,5.27,1
57,140038,306034,844,27,3,48,21.88,0
53,42948,422259,329,5,3,48,22.42,1
53,42749,434362,787,36,3,24,23.69,1
27,107356,385801,806,24,2,12,15.27,0
42,143390,382577,421,9,0,48,16.09,0
25,41678,61297,693,32,1,12,14.08,0
35,60418,46375,467,24,0,36,14.02,0
41,140400,311049,568,0,4,24,16.78,0
45,124203,415169,354,13,2,12,11.53,0
37,118845,402461,787,10,4,48,21.22,0
27,117209,203674,734,25,3,60,19.39,0
39,16080,94817,386,38,1,24,17.04,1
27,92333,263067,353,3,2,48,16.41,0
60,133307,93419,322,13,2,36,18.68,0
44,51018,21273,724,27,1,24,8.57,0
31,100487,170809,554,7,4,36,20.09,0
61,118424,409493,431,22,0,12,22.71,0
